;Texto;Embedding;Cluster
10;"112Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______Fernández-Serrano y Liñán, 2019). Estos  estudios resaltan el valor que tiene el  conocimiento para los procesos de innovación  en el desarrollo empresarial europeo a través  de las pyme. Por último, también fueron analizados  por los investigadores los sistemas de gestión,  competitividad y crecimiento empresarial en el  marco de la innovación de las pyme europeas,  donde Stawasz y Geodek (2010), describen  la relación entre innovación y crecimiento  empresarial, así como también analizan las  condiciones de funcionamiento del sector y del  mercado de las pyme innovadoras; mientras  que el trabajo de Písař y Kupec (2019), analiza  las causalidades entre el control innovador,  la auditoría, las actividades de innovación  empresarial y los resultados, por medio del  sistema de gestión y competitividad. Por tanto,  se puede decir que el desarrollo de estudios se  basa más en procesos, modelos establecidos y  la gestión del sistema de calidad.  En África, las investigaciones sobre  las pyme fueron asociadas a estudios sobre  métricas culturales, desarrollo local y  productividad laboral. Se acude al estudio  de El Badawy, Chinta y Magdy (2017),  quienes describen los efectos principales y de  interacción de dos de las métricas culturales  de Hofstede sobre la innovación empresarial  en las pyme en Egipto. Por su parte, Okumu  y Buyinza (2018), analizan la relación entre  la productividad laboral y la innovación entre  las pyme africanas. Se puede observar que los  estudios realizados en África están basados  más en la forma en la que culturalmente la  innovación en las pyme puede aportar desde  una parte cultural y mejora en la productividad,  evidenciando un menor desarrollo en  comparación con los estudios desarrollados en  Europa, quienes evalúan la calidad y modelos  ya establecidos.  En cuanto a los estudios científicos  desarrollados sobre las pyme en América,  se observa que analizan las capacidades que  tienen este tipo de empresas para generar  innovación. Es así, como la aplicación de las  capacidades tecnológicas de la información  y la comunicación se conciben como un recurso para fomentar el desarrollo o la  implementación de políticas y directrices de  innovación tecnológica en las pyme (Pereira  et al., 2015).  Por su parte, Maldonado-Guzmán et al.  (2019) analizaron los efectos que tienen las  capacidades de innovación en el desempeño  comercial de las pyme en el contexto de una  economía regional en desarrollo y emergente  de México. Con respecto al continente  americano, se puede observar que la tendencia  en cuanto a las investigaciones realizadas  versa más en una exploración, esto es, se  tiene una resistencia o poca iniciativa para la  implementación de procesos de";[ 8.6362915 12.55558  ];3
11;"(Pereira  et al., 2015).  Por su parte, Maldonado-Guzmán et al.  (2019) analizaron los efectos que tienen las  capacidades de innovación en el desempeño  comercial de las pyme en el contexto de una  economía regional en desarrollo y emergente  de México. Con respecto al continente  americano, se puede observar que la tendencia  en cuanto a las investigaciones realizadas  versa más en una exploración, esto es, se  tiene una resistencia o poca iniciativa para la  implementación de procesos de innovación en  las pyme.  El análisis de contenido de los  documentos encontrados, se realizó primero a  través del tipo de estudios que se realizan por  continente; sin embargo, a partir de esta parte,  se hace una relación por temáticas y sectores  económicos, lo que permite observar la forma  en la que algunas áreas son más propensas a  la realización de estudios, implementación y  evaluación de procesos de innovación en las  pyme.  Con respecto al análisis de redes  sociales en torno a la innovación en las  pyme, se encontró el uso en cuatro procesos  de creación de conocimiento: Socialización,  externalización, combinación e internalización,  e innovación (Papa et al., 2018). Por tanto,  los autores demuestran que las redes sociales  influyen positivamente en tres de los cuatro  procesos de creación de conocimiento y que  ayudan a fomentar el proceso de innovación. El sector financiero fue otra de las áreas  temáticas que interesó a los investigadores  de Europa y Asia, para determinar su  vinculación con los procesos de innovación  en las pyme. Por una parte, en España, se  describe que las diferentes prácticas de gestión  de la innovación están relacionadas con el  crecimiento y la rentabilidad a mediano y  largo plazo (Sánchez, Cervantes y Peralta,  2016); mientras que, en Italia, se describe la  concentración de los préstamos bancarios en  la relación banco-empresa, aplicadas a las  pequeñas y medianas empresas (Mancusi et";[ 8.394756 13.058197];1
12;113 Revista de Ciencias Sociales, Vol. XXIX, No. 4, 2023 octubre-diciembre ___________________________________________________________________107-124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es  al., 2018). Por último, en China, se analiza  la estrategia de financiamiento adecuada que  las corporaciones deben adoptar durante la  innovación sugiriendo actualizaciones a la  política gubernamental de apoyo financiero  nacional a las pyme (Cao, 2010). El sector manufacturero fue objeto de  estudio de los investigadores que analizaron  los procesos de innovación en las pequeñas  y medianas empresas de Italia, Canadá y  China. En Italia, se analizaron las capacidades  dinámicas críticas (Grimaldi, Quinto y Rippa,  2013) y el apoyo público en investigación y  desarrollo en las pyme (Aiello, Albanese y  Piselli, 2019). Por otra parte, en Canadá, se  identificaron los factores que contribuyeron a  la cooperación en innovación para las pyme  manufactureras desde la perspectiva de la  empresa (Cloutier y Amara, 2018). Por último,  en China, se describe un modelo de innovación  abierta desde la perspectiva del ecosistema de  la innovación (Mei, Zhang y Chen, 2019). En Europa, África, Asía y Oceanía, la  incorporación de las Tecnologías de Información  y Comunicación (TIC) en los procesos de  innovación fueron determinantes para el estudio  científico en las pyme. En Reino Unido, se  encuentra un estudio, donde a través de las  TIC, se explora el impacto de las características  individuales, los recursos comerciales, la cultura  organizacional, la estructura y el dinamismo del  mercado en la innovación (Wang y Costello,  2009).  Por otra parte, en Sudáfrica, se analizó la  computación en la nube como una innovación  tecnológica para mejorar la competitividad,  mantener la sostenibilidad y la rentabilidad  en las pyme (Twum-Darko y Sibanyoni,  2014). En Corea, se analizó cómo las pyme de  tecnología informática coreanas, implementan  su orientación al mercado, cooperación  interfuncional y con organizaciones externas para  una innovación tecnológica exitosa (Shin, Seo  y Hirakawa, 2010). Por último, en Australia se  propuso un modelo basado en la percepción para  la innovación tecnológica en las pyme (Chen,  2010). Por tanto, se puede concluir cómo los  usos de las TIC en Europa consideran el impacto  y la relación entre más variables de estudio, en Asia se amplía el espectro a la interconexión,  en Oceanía se estudia la percepción de lo  implementado, mientras que en África los  estudios son para iniciar con la implementación  de las mismas. Los procesos de innovación en las pyme,  han otorgado dinamismo en las economías de  diversos países como los ya mencionados, es  por esto que el análisis de políticas públicas, se  vuelve un tema obligatorio de abordar cuando  se analiza la temática en cuestión en el Reino  Unido y en la Unión Europea. Es así, como se  acude al trabajo de Vega,;[ 7.6615176 13.523518 ];1
13;en Oceanía se estudia la percepción de lo  implementado, mientras que en África los  estudios son para iniciar con la implementación  de las mismas. Los procesos de innovación en las pyme,  han otorgado dinamismo en las economías de  diversos países como los ya mencionados, es  por esto que el análisis de políticas públicas, se  vuelve un tema obligatorio de abordar cuando  se analiza la temática en cuestión en el Reino  Unido y en la Unión Europea. Es así, como se  acude al trabajo de Vega, Brown y Chiasson  (2012), quienes exploran, desde perspectivas  multidisciplinarias, el contexto político y el  alcance de las mejoras en los programas públicos  basados   en la universidad, centrados en mejorar  la innovación en las pequeñas y medianas  empresas, concluyendo que las intervenciones  del programa desde la estructura macro y micro,  proporcionan una base para las mejoras en la  implementación de políticas del programa.  Las actividades económicas emergentes,  consideradas entre estas el turismo, resultan  ser centro de los focos de atención de las  investigaciones sobre innovación en las pyme.  Es así, como en Venezuela, se examinan las  relaciones estructurales entre los recursos  internos y externos que explican la innovación de  las pequeñas empresas de turismo en contextos  socioeconómicos adversos (Rastrollo-Horrillo y  Rivero, 2019). Por su parte, en España, Romero  y Tejada (2019), examinaron la influencia de los  intermediarios turísticos en la innovación en las  pyme en la industria hotelera desde la perspectiva  del enfoque de la cadena de valor global. Por  tanto, en el sector del turismo en América hay  una visión más interna del funcionamiento de la  innovación en cada empresa, mientras en Europa  se busca el impacto global.  Los procesos de innovación en las  pyme se analizaron en Zimbawe e Italia, en  el sector agrícola y agrícola orgánico. En el  trabajo de Manyati y Mutsau (2019), se analizó  la adaptación tecnológica en la economía  informal que opera en pyme del sector agrícola  de Zimbawe. Por su parte, Noci y Verganti  (1999), muestran que la innovación de productos  ‘verdes’ puede ocurrir y también puede tener;[ 7.942572 13.59757 ];1
14;"114Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______implicaciones estratégicas en las pyme. Como se  ha mencionado anteriormente, la innovación en  África se da desde los beneficios que puede traer  el implementar procesos de innovación; mientras  que, en Europa, al tener más experiencia en  esto, lo que muestran los estudios es ir más allá  en cuestión de exploración de más variables,  incorporación de productos verdes y estrategias  para medir el impacto en el sector.  En Asia y Europa, los estudios sobre  procesos innovadores en pequeñas y medianas  empresas en el sector de la industria de la  bicicleta, tienen como objetivo examinar la  relación entre la adquisición de conocimiento,  la capacidad de absorción de conocimiento y  el desempeño de la innovación en pequeñas y  medianas empresas de Taiwán (Wang, Wang  y Horng, 2010). Por otra parte, se evaluó la  posibilidad de mejorar la eficiencia energética  de tres cooperativas vitivinícolas en el noreste de  Italia (Benato et al., 2018).  Por último, en Colombia, los estudios  encontrados en la base de datos Scopus ,  analizaron la innovación en las pyme de los  sectores servicio y textil. De esta forma, se  identificó que la adquisición de conocimiento  y máquinas, la preparación para la innovación,  la investigación de mercado y los procesos de  capacitación, fueron planificados en relación  con la inclusión de la innovación en las  prácticas administrativas, como acciones que  se desarrollan en los procesos de innovación  en pequeñas y medianas empresas (Sánchez et  al., 2011; Pertuz et al., 2016; Olivero, Barrios y  Acosta-Prado, 2017).  3. Aplicación de estudios según  enfoques y método de investigación Para el desarrollo de ésta sección, se  registraron y categorizaron los estudios según  la aplicación de método o técnica cualitativa  en la búsqueda de la innovación de las pyme. 3.1. Enfoque cualitativo  Este proceso permitió determinar 5 tipos  de métodos y técnicas cualitativas, entre estas el análisis documental con 7 estudios, seguido  de los estudios de caso con 6 investigaciones,  las entrevistas con 4, así como el análisis  de contenido y la observación directa, con  una investigación cada una. Por tanto, un  total de 19 estudios se realizaron de manera  cualitativa; mientras que la predominancia de  estudios relacionados con la innovación, se da  a partir de la aplicación de métodos y técnicas  cuantitativas, las cuales se describirán más  adelante. Con relación al análisis documental, se  encontró que en un orden mundial se elaboraron  tres investigaciones, dos de las cuales  abordaron el término de innovación abierta a  través de la adopción de estrategias (Rahman,  2016a) y del desarrollo del emprendimiento  (Rahman, 2016b); mientras que el tercer  estudio se centró";[ 9.415044 12.007621];3
15;"la predominancia de  estudios relacionados con la innovación, se da  a partir de la aplicación de métodos y técnicas  cuantitativas, las cuales se describirán más  adelante. Con relación al análisis documental, se  encontró que en un orden mundial se elaboraron  tres investigaciones, dos de las cuales  abordaron el término de innovación abierta a  través de la adopción de estrategias (Rahman,  2016a) y del desarrollo del emprendimiento  (Rahman, 2016b); mientras que el tercer  estudio se centró en la investigación y el  desarrollo de las pyme que impacta en el  desempeño de la innovación (Prasanthi y  Sundari, 2016). Por otra parte, en Asia se presentaron  dos investigaciones que aplican el análisis  documental en Irán y Malasia, el primero,  centrado en Irán se enfoca en la satisfacción  del cliente como determinante del  comportamiento del consumidor (Gharakhani  et al., 2013). El segundo, el de Malasia trata  de la capacidad innovadora para gestionar  competencias y recursos clave en el campo  de los recursos humanos (Lee et al., 2017).  En el continente europeo, se realizó un solo  estudio en Italia, en donde se observaron 29  documentos para determinar el impacto que  tuvo un curso de emprendimiento intentando  observar las variables de cultura emprendedora  e innovación (Broccardo et al., 2019). En África, se validó un estudio de análisis  documental, relacionado con la temática de  la computación en la nube para mejorar la  competitividad, mantener la sustentabilidad y  rentabilidad de las pyme para lograr disminuir  los costos, mejorar la eficiencia y la posición  competitiva (Twum-Darko y Sibanyoni,  2014). Por parte de América, específicamente  en Brasil, se realizó un estudio para observar  la aplicación de las capacidades tecnológicas  de la información y la comunicación para";[10.669694 12.378921];3
16;"115 Revista de Ciencias Sociales, Vol. XXIX, No. 4, 2023 octubre-diciembre ___________________________________________________________________107-124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es  fomentar el desarrollo de implementación de  políticas públicas (Pereira et al., 2015). En cuanto a otra técnica aplicada, como  el análisis de contenido, se determinó una  sola investigación en todos los documentos  observados, siendo solo en Italia, donde se  aplicó en el sector manufacturero, para evaluar  las capacidades dinámicas críticas en el  proceso de innovación para la implementación  de innovación abierta (Grimaldi et al., 2013). Con respecto a los estudios de caso  en Asia, se encontraron dos estudios, uno de  China, en donde se buscó la competencia de  innovación de las pyme chinas basadas en la  innovación total (Chen, Yu, Li, et al., 2008), y  el estudio realizado en la India para identificar  a los facilitadores de innovación en el sector  automotriz (Gupta y Barua, 2018). En Europa, se encontraron aplicados  tres estudios de caso, el primero, en España,  es un estudio de eventos precursores de  los productos verdes (Noci y Verganti,  1999). El segundo estudio fue realizado en  Eslovaquia, el cual se centró en los problemas  de desarrollo de actividades de innovación  (Lesáková, 2009); mientras que, en el tercero,  del Reino Unido, trata el impacto de recursos  comerciales, cultura organizacional, estructura  y dinamismo en la innovación (Wang y  Costello, 2009). En América, solo se realizó  un estudio de caso en Brasil, cuyo objetivo era  identificar las capacidades tecnológicas de la  información y la comunicación para fomentar  la gestión de innovación (Pereira et al., 2015). De acuerdo con la selección y uso de  las técnicas metodológicas, se evidenció entre  las principales seleccionadas, la entrevista,  puesto que su aplicación prevaleció en los  estudios en Europa: El primero fue realizado  en Grecia, en donde hicieron uso de la técnica  de la entrevista a expertos para indagar acerca  de los problemas de desarrollo de innovación,  falta de fondos y la comercialización de  productos (Pechlivanidis, 1993). Por otra  parte, también fue utilizada la entrevista en  estudios realizados en Reino Unido y en la  Unión Europea, buscando el contexto político  y el alcance de mejoras de programas públicos  basados en programas de la universidad que permitían el mejoramiento en innovación  (Vega et al., 2012). En África, se realizaron entrevistas a  los innovadores informales para preguntarles  acerca de la adaptación tecnológica de la  economía aunada al uso de la técnica de  la observación, que les permitió obtener  resultados para fabricar tecnología agrícola  adecuada en Zimbabue en poblaciones rurales  para contrarrestar el mercado chino (Manyati  y Mutsau, 2019); mientras que por el lado  de América, se realizaron entrevistas para el  desarrollo de innovación";[ 6.8162413 13.423848 ];1
17;"en innovación  (Vega et al., 2012). En África, se realizaron entrevistas a  los innovadores informales para preguntarles  acerca de la adaptación tecnológica de la  economía aunada al uso de la técnica de  la observación, que les permitió obtener  resultados para fabricar tecnología agrícola  adecuada en Zimbabue en poblaciones rurales  para contrarrestar el mercado chino (Manyati  y Mutsau, 2019); mientras que por el lado  de América, se realizaron entrevistas para el  desarrollo de innovación tecnológica, además  del estudio de caso que se había realizado en la  misma investigación, la cual fue mencionada  previamente (Pereira et al., 2015). 3.2. Enfoque cuantitativo Desde una perspectiva cuantitativa, se  pudo observar en 44 estudios la aplicación de  las técnicas más comunes, el de la encuesta con  21 investigaciones encontradas, seguido de los  estudios econométricos con 12 documentos,  la aplicación de métodos con 4, ecuaciones  estructurales con 3 y solo con un estudio cada  uno, se encuentran la aplicación de métodos  como la bibliometría, la evaluación sintética, el  de análisis de redes sociales y el de extracción  de elementos dominantes.  Se realizó un solo estudio de  bibliometría de aplicación mundial a través  del cual se analiza, desde la perspectiva de  las pyme, la innovación abierta, determinando  que las empresas deben usar entradas y salidas  de conocimiento para acelerar la innovación  y aprovechar así los mercados (Odriozola- Fernández et al., 2019). Con respecto a las  encuestas, se encontró una aplicada en el orden  mundial que permite estudiar el efecto de las  redes sociales (Papa et al., 2018).  Por otra parte, se midieron 9 poblaciones  asiáticas, teniendo 3 estudios de Pakistán que  medían el mejoramiento de la innovación  organizacional a través de los activos de  conocimiento (Rasheed et al., 2017), la gestión  de los activos de conocimiento (Hassan y  Raziq, 2019) y la relación entre los sistemas";[10.830691 12.16668 ];3
18;"116Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______de trabajo de alto rendimiento, así como el  rendimiento de la innovación (Shahzad et al.,  2019).  En el mismo continente, se observaron  4 estudios de Corea entre los que se  encuentran, un estudio donde las empresas  coreanas implementaron su orientación  al mercado, cooperación interfuncional  y con organizaciones externas para una  innovación tecnológica exitosa (Shin et al.,  2010); el segundo, está basado en la teoría  de la complementariedad y la teoría basada  en el conocimiento (Choi et al., 2016).  El tercer estudio encontrado tuvo como  objetivo identificar el efecto de los enfoques  de abastecimiento de conocimiento para la  innovación en el desempeño de la innovación  de las pyme (Ham et al., 2017). Por último,  se encontró una propuesta de estrategia de  transacción continua específica y empírica a  través de la calidad del servicio de mejora a  las pequeñas y medianas empresas coreanas  realizado por Choi y Kim (2019).  Finalmente, en China se estudiaron los  factores críticos que las pyme deben prestar  atención cuando gestionan redes de innovación  para mejorar las competencias de innovación  (Chen, Yu, Xu, et al., 2008); mientras que en  Indonesia, se realizó un estudio cuyo objetivo  fue investigar el papel de la innovación y la  orientación al aprendizaje en la mediación del  efecto del programa de responsabilidad social  corporativa en el rendimiento y la ventaja  competitiva de las pyme (Ratnawati et al.,  2018).  Se encontraron además estudios  econométricos entre la metodología  cuantitativa aplicada, en donde se observó  que son fuertemente aplicados en Europa  con 7 casos, seguidos de Asia con 2 estudios  y se presentan áreas de oportunidad para  América y Asia, al solo presentar un estudio,  mientras que Oceanía, no presenta ninguna  investigación econométrica, lo que puede  permitir mayores avances en términos de  conocimiento, innovación, predicción y  mejora de las tecnologías.  En Italia, se presentan tres estudios, el  primero muestra que la relación estrecha entre la pyme y su banco principal aumenta tanto  la probabilidad de exportación de la empresa  como su intensidad de exportación (Mancusi et  al., 2018). En el segundo, se evaluó la mejora  de la eficiencia energética de tres grandes  cooperativas vitivinícolas (Benato et al.,  2018); y, por último, se observó el papel del  apoyo público de investigación y desarrollo  en las actividades de innovación de las pyme  manufactureras italianas (Aiello et al., 2019).  En Polonia, a través de estudios  econométricos, se midió la relación entre  innovación y crecimiento empresarial  (Stawasz y Geodek, 2010). Por otra parte,  en España, fue medido el impacto de las  estrategias de cooperación de innovación";[ 8.382679 11.667749];3
19;"energética de tres grandes  cooperativas vitivinícolas (Benato et al.,  2018); y, por último, se observó el papel del  apoyo público de investigación y desarrollo  en las actividades de innovación de las pyme  manufactureras italianas (Aiello et al., 2019).  En Polonia, a través de estudios  econométricos, se midió la relación entre  innovación y crecimiento empresarial  (Stawasz y Geodek, 2010). Por otra parte,  en España, fue medido el impacto de las  estrategias de cooperación de innovación  abierta en los resultados de innovación de las  pyme considerando el efecto mediador de la  edad de la empresa (Expósito et al., 2019).   En África, se encontró un estudio  econométrico, realizado en Uganda, para  explicar la relación entre la productividad  laboral y la innovación entre las pyme (Okumu  y Buyinza, 2018); mientras que, por otro lado,  en el continente americano, específicamente en  Colombia, fue realizado un estudio para medir  los efectos de los enlaces formales e informales  en los resultados de innovación, así como su  interacción con el tamaño y la capacidad de  coordinación interna de la empresa (Forero- Pineda, Corredor y Forero, 2010).  Con respecto a la realización de modelos  de ecuaciones estructurales, se encontraron tres  estudios que involucran a los países asiáticos  y uno en América. El primero, aplicado  en Indonesia, muestra que el programa de  Responsabilidad Social Empresarial (RSE),  tiene un efecto significativo en la innovación,  la orientación al aprendizaje y el desempeño  de las pyme (Ratnawati et al., 2018); mientras  que el otro, fue aplicado en Asia Central,  Europa del Este y la Unión Europea, cuyo  objetivo fue investigar el impacto institucional  en la innovación de las empresas en 30  economías en transición (Kadriu et al., 2019).  Finalmente, en Venezuela se examinó la  relación estructural entre los recursos internos  y externos que explican la innovación de las  pequeñas empresas de turismo en contextos";[ 8.241136 13.111696];1
20;"117 Revista de Ciencias Sociales, Vol. XXIX, No. 4, 2023 octubre-diciembre ___________________________________________________________________107-124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es  socioeconómicos adversos (Rastrollo-Horrillo  y Rivero, 2019).  Se encontraron estudios referentes a la  aplicación, uso y replica de modelos en Asia,  como el modelo de gestión de innovación  total (Chen, Yu, Xu, et al., 2008), el modelo  de estrategias financieras para la innovación  (Cao, 2010), el método de valuación sintético  (Bi et al., 2005), el método de análisis de  redes sociales (Tai y Watada, 2010), el uso  de métodos de extracción de elementos  dominantes (Zhu y Wu, 2010) y el modelo de  sistema de innovación independiente (Dong,  2010). En Europa, se encontró un modelo para  auditar y clasificar las prácticas de innovación  (Sánchez et al., 2011) y en otro estudio se  aplicó un modelo abierto (Santoro, 2017);  mientras que el único estudio encontrado en Australia es acerca del modelo de innovación  tecnológica basado en la percepción (Chen,  2010). En cuanto a las tendencias, realizadas  a partir del análisis de redes para el periodo  2020 a 2022, se evidencia que las temáticas  de más actualidad que se perciben en el mapa  de red, generados por 3.118 palabras clave  que contienen los 1.091 artículos, escogiendo  como umbral 9 de coocurrencia que gráfica  las 56 palabras clave más utilizadas, siendo:  Verdes, innovación en los modelos de negocio,  economía circular, covid-19, innovación  tecnológica, transformación digital y  manufactura, dando una mayor tendencia en  cuanto a cantidad de trabajos de innovación  generados por Vietnam. Lo anterior está  representado en la Figura I.  Fuente:  Elaboración propia, 2023 en base a 1.091 artículos provenientes de la base de datos Scopus  y  exportados al software VOSviewer . Figura I:  Asociación de investigaciones de innovación en las pyme con otras  palabras clave Lo antes expuesto destaca que es  importante hacer un análisis que describa  ampliamente el conocimiento que se genera  sobre la innovación en la pyme, derivado de la información que disponen las publicaciones  científicas, patentes y los productos industriales  que representan de una forma más cercana a  la realidad, los resultados de investigación";[ 6.6195197 12.911983 ];1
21;"118Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es   Rodríguez-Burgos, Karla y Miranda-Medina, Carlos F. Técnicas y métodos de innovación tecnológica en las pequeñas y medianas empresas______y el desarrollo tecnológico (Rivas-Castillo,  Rodríguez-Burgos y Miranda-Medina, 2021). Por otra parte, resulta de alta relevancia  fortalecer el desarrollo investigativo que  permita profundizar sobre el análisis del  rol del sector educativo en los procesos de  innovación desde la interacción de la triple  hélice: Universidad-empresa-sociedad,  mediante la cual se evidencie la viabilidad  práctica de los resultados generados desde la  investigación en el contexto de las pequeñas  y medianas empresas apoyando y sumado  al fortalecimiento educativo, desde la  formación de estudiantes capaces de realizar  investigaciones para mejorar la innovación  tecnológica en las pequeñas y medianas  empresas.  Conclusiones La investigación sobre determinar las  técnicas y enfoques cualitativos y cuantitativos  aplicados en estudios de innovación de las  pequeñas y medianas empresas (pyme)  desde un ámbito global, permitió concluir  que las innovaciones en estas empresas se  desarrollan teniendo como objeto de estudio  las poblaciones pertenecientes a países de  Europa y Asia. Con respecto a las pyme  italianas, representan una de las poblaciones  más estudiadas en Europa sobre innovación, al  igual que las empresas chinas en el continente  asiático. En América, el país más destacado  con tres estudios es Colombia. Las investigaciones sobre modelos  y análisis general de las pyme se presentan  con un mayor predominio y desarrollo en el  continente europeo y asiático; en segundo  lugar, respecto a los sectores de aplicación son  los estudios que involucran la informática y  comunicación. En América, el análisis general  de las pyme, la manufactura, el turismo, el  sector textil y de servicios son los sectores a  través de los cuales se han publicado estudios  para el análisis de innovación tecnológica  en las pyme. En tanto que, en Colombia, se  publican investigaciones relacionadas con el  sector servicios y el textil.  Con respecto de las investigaciones  cualitativas, predominaron teniendo como  objeto de estudio la población mundial,  desarrollando análisis documental,  seguidamente de estudios en las empresas  asiáticas. Las publicaciones sobre estudios de  caso, que describen procesos de innovación en  las pyme, se desarrollaron mayormente desde  la perspectiva cualitativa en Europa, seguidas  de Asia.   Por otra parte, la población europea  representó una mayor diversidad de estudios  centrados en enfoque y técnicas, entre estos  el cualitativo, y como técnicas el análisis  documental, el análisis de contenido, los  estudios de caso y las entrevistas; seguido de  las investigaciones de la población africana  sobre los que se desarrolló análisis documental,  entrevistas y observación; de igual";[ 9.182846 11.720669];3
22;"pyme, se desarrollaron mayormente desde  la perspectiva cualitativa en Europa, seguidas  de Asia.   Por otra parte, la población europea  representó una mayor diversidad de estudios  centrados en enfoque y técnicas, entre estos  el cualitativo, y como técnicas el análisis  documental, el análisis de contenido, los  estudios de caso y las entrevistas; seguido de  las investigaciones de la población africana  sobre los que se desarrolló análisis documental,  entrevistas y observación; de igual manera,  con la población del continente americano  en el que prevaleció el análisis documental,  estudios de caso y las entrevistas.  Con respecto al enfoque cuantitativo,  se determinó como un enfoque de mayor  uso en los estudios sobre innovación en la  pequeñas y medianas empresas. Sobre las  técnicas frecuentemente utilizadas se resalta la  encuesta, seguido de estudios econométricos.  Asia, ha aplicado mayormente cuestionarios  en sus estudios, mientras que Europa se ha  enfocado en análisis econométricos. En los  estudios publicados en América, la técnica  más frecuentemente utilizada es la encuesta  para el estudio de innovación en las pyme,  seguida del uso de análisis econométrico y las  ecuaciones estructurales.   Entre las limitaciones presentadas,  prevaleció que la tendencia de publicación de  los investigadores es exponer sus adelantos  investigativos a través de libros y capítulos  de libro, siendo mayormente aplicada al  sector productivo. Dado que la base de  datos Scopus , de la cual fueron extraídos los  documentos analizados, tiene predominancia  en la inclusión de revistas, lo cual excluye de  análisis información relevante al estudio del  dominio científico en innovación. Asimismo, a  través de la base de datos Scopus , se evidenció  que el término clave considerado como";[10.5687475 12.307938 ];3
23;119 Revista de Ciencias Sociales, Vol. XXIX, No. 4, 2023 octubre-diciembre ___________________________________________________________________107-124Licencia de Creative Commons  Atribución 4.0 Internacional (CC BY 4.0) https://creativecommons.org/licenses/by/4.0/deed.es  categoría temática: La innovación, dificultó  realizar búsquedas y recuperación de datos  de forma eficaz, lo cual debilitó mostrar la  realidad sobre el avance y evolución de la  investigación.  Asimismo, se resaltan las debilidades  para llevar a efecto el análisis de contenido  ante las limitaciones para la utilización de  software  especializado en el análisis de los  datos obtenidos desde perspectivas cualitativa  o cuantitativa, así como la baja cantidad de  documentos a los que pudo accederse, lo cual  representa una baja muestra para consolidar  procesos de generalización y predicción. Referencias bibliográficas  Aiello, F., Albanese, G., y Piselli, P. (2019).  Good value for public money?  The case of R&D policy. Journal  of Policy Modeling, 41 (6), 1057- 1076. https://doi.org/10.1016/j. jpolmod.2019.02.006   Albornoz, M. (2009). Indicadores de innovación  las dificultades de un concepto en  evolución. Revista Iberoamericana  de Ciencia, Tecnología y Sociedad,  5(13), 9-25. http://www.revistacts. net/contenido/numero-13/indicadores- de-innovacion-las-dificultades-de-un- concepto-en-evolucion/   Andrés-Sánchez, J., Musiello-Neto, F., Rua,  O. L., y Arias-Oliva, M. (2022).  Configurational analysis of inbound  and outbound innovation impact  on competitive advantage in the  SMEs of the Portuguese hospitality  sector. Journal of Open Innovation:  Technology, Market, and Complexity,  8(4), 205. http://dx.doi.org/10.3390/ joitmc8040205   Benato, A., Stoppato, A., Schiro, F., y  Mirandola, A. (2018). Improving  the energetic efficiency of wine  cooperatives using their vine shoots.  In J. C. Teixeira (ed.), ECOS 2018 - Proceedings of the 31st International  Conference on Efficiency, Cost,  Optimization, Simulation and  Environmental Impact of Energy  Systems . University of Minho. Bi, K.-X., Sun, J.-H., Zhang, T.-Z., y Feng, Y.- J. (2005). Measurement and evaluation  of regional technological innovation in  small and medium enterprises based  on fuzzy integral. System Engineering  Theory and Practice , 25(2), 40- 46. https://sysengi.cjoe.ac.cn/ EN/10.12011/1000-6788(2005)2-40   Broccardo, L., Culasso, F., y Truant, E. (2019).  Business process and innovation  management: The situation of SMEs in  Italy. Global Business and Economics  Review , 21(2), 232-245. https://doi. org/10.1504/gber.2019.098085   Caird, S. (1992). Problems with the  identification of enterprise  competencies and the implications  for assessment and development.  Management Education &  Development, 23 (1), 6-17. https://doi. org/10.1177/135050769202300110   Campo-Ternera, L., Amar-Sepúlveda, P., Olivero,  E., y Huguett, S. (2018). Emprendimiento  e innovación como motor del desarrollo  sostenible:;[ 6.261356 11.47989 ];1
